date,USD_spread,KHR_spread,lambda_usd_R40,lambda_khr_R40,PD_usd_R30,PD_usd_R40,PD_usd_R50,PD_khr_R30,PD_khr_R40,PD_khr_R50
2023-02-01,4.647387806906493,5.907968555342192,0.07745646344844155,0.09846614258903653,0.06423532937127774,0.07453268482494746,0.08875889419295602,0.08093603001053995,0.09377362542634815,0.1114455685734731
2023-03-01,4.171863592336337,4.831286179623816,0.06953105987227229,0.0805214363270636,0.05785684931652557,0.06716884068206708,0.08005120844984281,0.0666904687036558,0.07736487453653762,0.09210425349068752
2023-04-01,4.406919744797467,5.180454432585823,0.07344866241329111,0.08634090720976371,0.061015208465809545,0.0708161533766194,0.08436585113847606,0.07133433497741803,0.08271852995461082,0.09842233451482274
2023-05-01,3.977528245961356,5.354175653151421,0.06629213743268927,0.08923626088585701,0.05523761928437365,0.06414257463291906,0.07646867949868597,0.07363617655972043,0.08537054312021686,0.10154936250758984
2023-06-01,2.8771019238704696,5.191840897220705,0.04795169873117449,0.08653068162034508,0.04026824558972786,0.046820174239364465,0.05591779822610832,0.07148538295995854,0.08289258998833338,0.09862762678247694
2023-07-01,4.640724225589532,4.962360633613049,0.07734540375982553,0.08270601056021748,0.0641462459315787,0.07442989700541391,0.08863744351601299,0.0684364483442711,0.0793782394849244,0.09448117537713585
2023-08-01,4.166835174958887,4.8094147480514495,0.06944725291598146,0.08015691246752416,0.057789168471487296,0.0670906596658607,0.07995868606771339,0.06639881149131466,0.07702849071341711,0.09170702702401412
2023-09-01,4.62352367410353,5.4416927414480085,0.0770587279017255,0.09069487902413348,0.06391625766641129,0.07416452036518562,0.08832387081136661,0.07479363377877912,0.08670366574104715,0.10312058269571633
2023-10-01,4.992726511621903,6.031213913024593,0.08321210852703172,0.10052023188374322,0.06884047135094118,0.07984404640421627,0.09503094590085581,0.0825527544617981,0.09563318481658867,0.11363307563942904
2023-11-01,4.537647501299187,5.431409522253029,0.07562745835498645,0.09052349203755047,0.06276716310856856,0.07283845148326451,0.08675670023426574,0.07465770808271921,0.08654712522034025,0.10293610757359328
2023-12-01,3.700833559454873,4.854850613932835,0.06168055932424788,0.08091417689888059,0.05149578982896541,0.05981682842539304,0.07134378809107877,0.06700460027174437,0.07772715963660515,0.09253203367235074
2024-01-01,4.510031186838935,5.759584159373724,0.07516718644731558,0.0959930693228954,0.06239733420762705,0.07241160684384707,0.08625215262673747,0.07898575292101262,0.0915296876387186,0.10880469962240036
2024-02-01,4.4891700315571,6.575996776210298,0.07481950052595167,0.10959994627017162,0.06211787149882053,0.0720890413462344,0.08587083637064274,0.08966517819050135,0.10380741122079307,0.1232382037424401
2024-03-01,4.3825907101425186,6.55737339078784,0.07304317850237531,0.10928955651313067,0.06068880041009317,0.07043930787930108,0.08392021282899165,0.08942295288082025,0.10352919904602897,0.12291157746023706
2024-04-01,4.635778703058526,6.522976156428001,0.07726297838430878,0.10871626927380001,0.06408012522693207,0.07435360339788599,0.08854729577666964,0.08897539532606169,0.10301511643098771,0.12230798154325206
2024-05-01,5.62129267245591,6.455325494007049,0.0936882112075985,0.1075887582334508,0.07716440539726255,0.08943337754613312,0.10633639327388844,0.08809452091095438,0.1020031856974043,0.121119648880615
2024-06-01,4.844157703068363,5.705221184477006,0.08073596171780605,0.09508701974128343,0.06686206886224888,0.07756278196849675,0.09233794343766866,0.07827020261247375,0.09070619548627212,0.10783521212080849
2024-07-01,5.7018031887331135,6.620947482494224,0.0950300531455519,0.11034912470823707,0.07822519482044399,0.09065439463826419,0.10777422172722673,0.09024956472615464,0.10447856794519572,0.12402607077726968
2024-08-01,5.675101014935498,6.759831679491455,0.09458501691559164,0.11266386132485759,0.07787350787537806,0.0902496128337198,0.10729760711612946,0.09205277470585416,0.10654906694054311,0.1264558733182669
